sampleID,date,basin,longitude,latitude,Temperature,Salinity,month,season
11060,27/2/2001,bs,11.156,56.13,1.9,22.3877,2,Winter
11061,6/3/2001,bs,11.156,56.13,1.24,22.71382653,3,Spring
11062,13/3/2001,bs,11.156,56.13,2.54,22.02959184,3,Spring
11063,20/3/2001,bs,11.156,56.13,3.13,21.27156566,3,Spring
11064,4/4/2001,bs,11.156,56.13,3.9,20.8239,4,Spring
11065,11/4/2001,bs,11.156,56.13,5.2,18.72395,4,Spring
11066,24/4/2001,bs,11.156,56.13,6.09,22.10607143,4,Spring
11067,8/5/2001,bs,11.156,56.13,8.8,17.853,5,Spring
11068,22/5/2001,bs,11.156,56.13,11.42,18.74484375,5,Spring
11069,6/6/2001,bs,11.156,56.13,12.89,19.68,6,Summer
11070,13/6/2001,bs,11.156,56.13,13.22,20.7509596,6,Summer
11071,26/6/2001,bs,11.156,56.13,15.09,21.3242,6,Summer
11072,10/7/2001,bs,11.156,56.13,19.46,19.12415,7,Summer
11073,8/8/2001,bs,11.156,56.13,18.42,19.6377,8,Summer
11074,15/8/2001,bs,11.156,56.13,17.98,20.80765,8,Summer
11075,21/8/2001,bs,11.156,56.13,17.7,19.6106,8,Summer
11076,4/9/2001,bs,11.156,56.13,17.23,18.8056,9,Autumn
11077,18/9/2001,bs,11.156,56.13,15.25,21.1687,9,Autumn
11078,2/10/2001,bs,11.156,56.13,13.77,17.00383838,10,Autumn
11079,16/10/2001,bs,11.156,56.13,13.41,19.41755,10,Autumn
11080,23/10/2001,bs,11.156,56.13,12.57,17.24865,10,Autumn
11081,7/11/2001,bs,11.156,56.13,10.16,22.34020408,11,Autumn
11082,13/11/2001,bs,11.156,56.13,8.71,24.75188776,11,Autumn
11083,27/11/2001,bs,11.156,56.13,6.91,24.61591837,11,Autumn
11090,12/3/2002,bs,11.156,56.13,3.66,25.52,3,Spring
11094,8/5/2002,bs,11.156,56.13,9.23,13.811,5,Spring
11095,15/5/2002,bs,11.156,56.13,9.79,15.22883333,5,Spring
11096,28/5/2002,bs,11.156,56.13,12.75,15.39194444,5,Spring
11097,18/6/2002,bs,11.156,56.13,15.86,16.94283333,6,Summer
11098,25/6/2002,bs,11.156,56.13,17.11,16.23911111,6,Summer
11100,9/7/2002,bs,11.156,56.13,15.62,19.27272222,7,Summer
11101,20/8/2002,bs,11.156,56.13,20.12,15.39233333,8,Summer
11102,4/9/2002,bs,11.156,56.13,19.58,16.62483333,9,Autumn
11103,17/9/2002,bs,11.156,56.13,18.23,17.21488889,9,Autumn
11104,1/10/2002,bs,11.156,56.13,14.85,19.17961111,10,Autumn
11105,16/10/2002,bs,11.156,56.13,11.54,17.10011111,10,Autumn
11106,31/10/2002,bs,11.156,56.13,8.72,22.88088889,10,Autumn
11107,12/11/2002,bs,11.156,56.13,7.76,22.68166667,11,Autumn
11108,26/11/2002,bs,11.156,56.13,6.72,20.50488889,11,Autumn
11109,4/12/2002,bs,11.156,56.13,6.2,16.64305556,12,Winter
11110,10/12/2002,bs,11.156,56.13,5.21,14.70605556,12,Winter
11111,21/1/2003,bs,11.156,56.13,2.41,25.44183673,1,Winter
11112,5/2/2003,bs,11.156,56.13,2.47,26.41979167,2,Winter
11113,18/2/2003,bs,11.156,56.13,0.77,16.60625,2,Winter
11114,25/2/2003,bs,11.156,56.13,0.6,14.03958333,2,Winter
11115,12/3/2003,bs,11.156,56.13,1.3,17.05425532,3,Spring
11116,18/3/2003,bs,11.156,56.13,1.96,17.38645833,3,Spring
11117,25/3/2003,bs,11.156,56.13,2.67,18.35729167,3,Spring
11118,8/4/2003,bs,11.156,56.13,3.78,21.81666667,4,Spring
11119,29/4/2003,bs,11.156,56.13,7.44,17.33020833,4,Spring
11120,20/5/2003,bs,11.156,56.13,10.38,21.40625,5,Spring
11121,27/5/2003,bs,11.156,56.13,12.59,18.09479167,5,Spring
11122,11/6/2003,bs,11.156,56.13,14.95,18.75208333,6,Summer
11123,17/6/2003,bs,11.156,56.13,16.56,18.49166667,6,Summer
11124,26/6/2003,bs,11.156,56.13,15.76,20.06145833,6,Summer
11125,8/7/2003,bs,11.156,56.13,16.92,21.415625,7,Summer
11126,6/8/2003,bs,11.156,56.13,21.06,18.56145833,8,Summer
11127,13/8/2003,bs,11.156,56.13,21.42,18.94791667,8,Summer
11128,19/8/2003,bs,11.156,56.13,20.01,17.90729167,8,Summer
11129,16/9/2003,bs,11.156,56.13,16.4,17.81458333,9,Autumn
11130,30/9/2003,bs,11.156,56.13,14.01,20.53333333,9,Autumn
11131,7/10/2003,bs,11.156,56.13,13.91,21.334375,10,Autumn
11132,22/10/2003,bs,11.156,56.13,10.44,19.56666667,10,Autumn
11133,28/10/2003,bs,11.156,56.13,8.96,19.971875,10,Autumn
11134,11/11/2003,bs,11.156,56.13,8.68,17.60208333,11,Autumn
11135,25/11/2003,bs,11.156,56.13,7.28,18.58125,11,Autumn
11136,9/12/2003,bs,11.156,56.13,7.16,22.29270833,12,Winter
11137,21/1/2004,bs,11.156,56.13,2.48,21.62395833,1,Winter
11138,3/2/2004,bs,11.156,56.13,1.65,20.33229167,2,Winter
11139,18/2/2004,bs,11.156,56.13,2.35,22.44791667,2,Winter
11140,25/2/2004,bs,11.156,56.13,2.27,22.82142857,2,Winter
11141,2/3/2004,bs,11.156,56.13,2.01,20.2,3,Spring
11142,31/3/2004,bs,11.156,56.13,4.25,19.99895833,3,Spring
11143,14/4/2004,bs,11.156,56.13,5.61,19.36666667,4,Spring
11144,26/4/2004,bs,11.156,56.13,8.88,17.36979167,4,Spring
11145,8/6/2004,bs,11.156,56.13,13.88,18.87340426,6,Summer
11146,29/6/2004,bs,11.156,56.13,14.4,20.82604167,6,Summer
11147,6/7/2004,bs,11.156,56.13,15.5,21.01979167,7,Summer
11148,3/8/2004,bs,11.156,56.13,17.92,14.54479167,8,Summer
11149,18/8/2004,bs,11.156,56.13,19.6,14.35208333,8,Summer
11150,31/8/2004,bs,11.156,56.13,17.05,17.3875,8,Summer
11151,7/9/2004,bs,11.156,56.13,16.45,20.62708333,9,Autumn
11152,14/9/2004,bs,11.156,56.13,16.3,19.21354167,9,Autumn
11153,28/10/2004,bs,11.156,56.13,11,20.05520833,10,Autumn
11154,9/11/2004,bs,11.156,56.13,9.31,20.29270833,11,Autumn
11155,16/11/2004,bs,11.156,56.13,8.84,21.76489362,11,Autumn
11156,30/11/2004,bs,11.156,56.13,7.6,23.85833333,11,Autumn
11157,7/12/2004,bs,11.156,56.13,6.65,23.17083333,12,Winter
11158,14/12/2004,bs,11.156,56.13,6.79,24.25,12,Winter
11172,28/8/1984,bs,11.156,56.13,18.18,16.92,8,Summer
11173,3/10/1984,bs,11.156,56.13,13.32,17.68,10,Autumn
11174,20/11/1984,bs,11.156,56.13,7.3,17.415,11,Autumn
11175,21/3/1985,bs,11.156,56.13,2.52,23.125,3,Spring
11176,22/5/1985,bs,11.156,56.13,9.3,14.995,5,Spring
11177,17/7/1985,bs,11.156,56.13,16.82,17.575,7,Summer
11178,27/8/1985,bs,11.156,56.13,16.88,19.52,8,Summer
11180,19/11/1985,bs,11.156,56.13,6.44,20.165,11,Autumn
11181,19/3/1986,bs,11.156,56.13,0.38,18.125,3,Spring
11182,16/7/1986,bs,11.156,56.13,16.64,20.435,7,Summer
11183,20/8/1986,bs,11.156,56.13,16.89,19.56,8,Summer
11184,24/9/1986,bs,11.156,56.13,12.32,23.135,9,Autumn
11185,5/11/1986,bs,11.156,56.13,8.85,22.955,11,Autumn
11186,15/7/1987,bs,11.156,56.13,15.24,18.71388889,7,Summer
11187,19/8/1987,bs,11.156,56.13,14.75,18.755,8,Summer
11188,25/9/1987,bs,11.156,56.13,13.04,23.62,9,Autumn
11189,28/10/1987,bs,11.156,56.13,10.41,16.93777778,10,Autumn
11190,9/3/1988,bs,11.156,56.13,2.77,21.94333333,3,Spring
11191,3/5/1988,bs,11.156,56.13,7.29,16.35833333,5,Spring
11193,12/10/1988,bs,11.156,56.13,11.98,23.22777778,10,Autumn
11194,16/11/1988,bs,11.156,56.13,7.22,22.63666667,11,Autumn
11196,12/7/1989,bs,11.156,56.13,17.69,16.64944444,7,Summer
11197,22/8/1989,bs,11.156,56.13,17.62,18.72166667,8,Summer
11198,20/9/1989,bs,11.156,56.13,15.25,20.37277778,9,Autumn
11199,11/10/1989,bs,11.156,56.13,12.43,21.61277778,10,Autumn
11200,9/11/1989,bs,11.156,56.13,10.32,19.97315789,11,Autumn
11201,21/3/1990,bs,11.156,56.13,5.51,22.01833333,3,Spring
11202,2/5/1990,bs,11.156,56.13,10.12,14.055,5,Spring
11203,18/7/1990,bs,11.156,56.13,16.02,19.51333333,7,Summer
11204,21/8/1990,bs,11.156,56.13,17.77,19.15388889,8,Summer
11205,26/9/1990,bs,11.156,56.13,13.77,20.902,9,Autumn
11206,17/10/1990,bs,11.156,56.13,12.15,23.92833333,10,Autumn
11207,7/11/1990,bs,11.156,56.13,8.85,20.22111111,11,Autumn
11208,20/3/1991,bs,11.156,56.13,3.06,17.78611111,3,Spring
11209,1/5/1991,bs,11.156,56.13,6.85,16.945,5,Spring
11210,19/6/1991,bs,11.156,56.13,12.8,19.54944444,6,Summer
11211,17/7/1991,bs,11.156,56.13,17.67,17.62944444,7,Summer
11212,21/8/1991,bs,11.156,56.13,17.46,18.77833333,8,Summer
11213,9/10/1991,bs,11.156,56.13,13.12,22.21611111,10,Autumn
11214,6/11/1991,bs,11.156,56.13,8.91,19.62388889,11,Autumn
11215,18/3/1992,bs,11.156,56.13,3.76,20.17555556,3,Spring
11216,17/6/1992,bs,11.156,56.13,17.47,14.19277778,6,Summer
11217,15/7/1992,bs,11.156,56.13,18.49,16.18888889,7,Summer
11218,19/8/1992,bs,11.156,56.13,17.56,20.71111111,8,Summer
11219,16/9/1992,bs,11.156,56.13,15.22,21.23611111,9,Autumn
11220,7/10/1992,bs,11.156,56.13,12.92,14.90444444,10,Autumn
11221,3/11/1992,bs,11.156,56.13,7.9,19.46111111,11,Autumn
11222,17/3/1993,bs,11.156,56.13,2.58,18.11388889,3,Spring
11223,28/4/1993,bs,11.156,56.13,7.92,15.36111111,4,Spring
11224,16/6/1993,bs,11.156,56.13,15.2,17.24675,6,Summer
11225,14/7/1993,bs,11.156,56.13,14.64,21.00833333,7,Summer
11226,25/8/1993,bs,11.156,56.13,15.43,19.97222222,8,Summer
11227,29/9/1993,bs,11.156,56.13,12.56,14.27166667,9,Autumn
11228,13/10/1993,bs,11.156,56.13,11.12,20.99055556,10,Autumn
11229,10/11/1993,bs,11.156,56.13,7.32,19.57,11,Autumn
11230,16/3/1994,bs,11.156,56.13,1.84,20.04555556,3,Spring
11231,4/5/1994,bs,11.156,56.13,9.06,13.53111111,5,Spring
11232,13/7/1994,bs,11.156,56.13,18.07,15.86166667,7,Summer
11233,17/8/1994,bs,11.156,56.13,18.73,17.40277778,8,Summer
11234,14/9/1994,bs,11.156,56.13,14.76,20.51222222,9,Autumn
11235,12/10/1994,bs,11.156,56.13,11.33,24.34555556,10,Autumn
11236,9/11/1994,bs,11.156,56.13,8.58,21.59222222,11,Autumn
11237,15/3/1995,bs,11.156,56.13,3.06,14.09055556,3,Spring
11238,3/5/1995,bs,11.156,56.13,7.78,11.93666667,5,Spring
11239,14/6/1995,bs,11.156,56.13,13.42,12.76,6,Summer
11240,12/7/1995,bs,11.156,56.13,15.87,16.59833333,7,Summer
11241,13/9/1995,bs,11.156,56.13,16.52,16.07111111,9,Autumn
11242,11/10/1995,bs,11.156,56.13,12.75,19.35,10,Autumn
11243,8/11/1995,bs,11.156,56.13,8.88,24.79166667,11,Autumn
11244,20/3/1996,bs,11.156,56.13,0.2,21.285,3,Spring
11245,12/6/1996,bs,11.156,56.13,14.04,16.66277778,6,Summer
11246,14/8/1996,bs,11.156,56.13,16.85,13.31277778,8,Summer
11247,11/9/1996,bs,11.156,56.13,16.24,17.76,9,Autumn
11248,9/10/1996,bs,11.156,56.13,11.99,21.47111111,10,Autumn
11249,6/11/1996,bs,11.156,56.13,9.85,23.79055556,11,Autumn
11250,19/3/1997,bs,11.156,56.13,3.95,18.9,3,Spring
11251,11/6/1997,bs,11.156,56.13,13.62,16.58055556,6,Summer
11252,9/7/1997,bs,11.156,56.13,17.27,16.22777778,7,Summer
11253,17/9/1997,bs,11.156,56.13,15.3,23.28833333,9,Autumn
11254,8/10/1997,bs,11.156,56.13,13.43,25.80888889,10,Autumn
11255,5/11/1997,bs,11.156,56.13,8.19,21.86277778,11,Autumn
11267,8/2/1984,bs,11,55.377,1.88,15.13,2,Winter
11268,14/3/1984,bs,11,55.377,1.76,14.42,3,Spring
11269,23/5/1984,bs,11,55.377,10.02,15.13,5,Spring
11270,18/7/1984,bs,11,55.377,15.57,18.345,7,Summer
11271,28/8/1984,bs,11,55.377,17.8,12.545,8,Summer
11272,3/10/1984,bs,11,55.377,13.43,14.395,10,Autumn
11273,21/11/1984,bs,11,55.377,6.39,10.7,11,Autumn
11274,22/3/1985,bs,11,55.377,0.13,13.085,3,Spring
11275,22/5/1985,bs,11,55.377,8.58,12.62,5,Spring
11276,17/7/1985,bs,11,55.377,15.7,16.415,7,Summer
11277,27/8/1985,bs,11,55.377,15.56,17.66,8,Summer
11278,2/10/1985,bs,11,55.377,13.07,16.39,10,Autumn
11279,20/11/1985,bs,11,55.377,6.18,13.735,11,Autumn
11280,19/3/1986,bs,11,55.377,1.58,13.67,3,Spring
11281,16/7/1986,bs,11,55.377,16.09,19.87,7,Summer
11282,20/8/1986,bs,11,55.377,15.47,16.775,8,Summer
11283,24/9/1986,bs,11,55.377,12.24,22.61,9,Autumn
11284,5/11/1986,bs,11,55.377,9.01,20.5,11,Autumn
11285,15/7/1987,bs,11,55.377,15.29,17.32333333,7,Summer
11286,19/8/1987,bs,11,55.377,14.82,15.49277778,8,Summer
11287,26/9/1987,bs,11,55.377,13.54,17.70666667,9,Autumn
11288,29/10/1987,bs,11,55.377,10.24,12.30166667,10,Autumn
11289,9/3/1988,bs,11,55.377,2.9,18.97944444,3,Spring
11290,4/5/1988,bs,11,55.377,7.57,10.94944444,5,Spring
11291,23/8/1988,bs,11,55.377,15.95,16.59611111,8,Summer
11292,13/10/1988,bs,11,55.377,12.22,19.34944444,10,Autumn
11293,16/11/1988,bs,11,55.377,7.41,20.00388889,11,Autumn
11295,13/7/1989,bs,11,55.377,16.88,14.76555556,7,Summer
11296,22/8/1989,bs,11,55.377,17.72,15.79277778,8,Summer
11297,21/9/1989,bs,11,55.377,15.25,18.24444444,9,Autumn
11298,12/10/1989,bs,11,55.377,12.48,20.05611111,10,Autumn
11299,9/11/1989,bs,11,55.377,10.51,16.08111111,11,Autumn
11300,20/3/1990,bs,11,55.377,5.57,16.90333333,3,Spring
11301,3/5/1990,bs,11,55.377,9.79,12.26222222,5,Spring
11302,18/7/1990,bs,11,55.377,15.6,21.25222222,7,Summer
11303,21/8/1990,bs,11,55.377,16.37,17.7,8,Summer
11304,27/9/1990,bs,11,55.377,13.13,21.54722222,9,Autumn
11305,18/10/1990,bs,11,55.377,11.89,18.05388889,10,Autumn
11306,8/11/1990,bs,11,55.377,8.28,18.55222222,11,Autumn
11307,21/3/1991,bs,11,55.377,3.49,15.59388889,3,Spring
11308,2/5/1991,bs,11,55.377,6.77,13.02,5,Spring
11309,19/6/1991,bs,11,55.377,12.95,15.40888889,6,Summer
11310,18/7/1991,bs,11,55.377,16.84,14.92888889,7,Summer
11311,21/8/1991,bs,11,55.377,17.34,18.91444444,8,Summer
11312,10/10/1991,bs,11,55.377,13.61,17.22555556,10,Autumn
11313,7/11/1991,bs,11,55.377,9.09,20.77333333,11,Autumn
11314,19/3/1992,bs,11,55.377,4.09,19.60388889,3,Spring
11315,17/6/1992,bs,11,55.377,16.4,14.185,6,Summer
11316,15/7/1992,bs,11,55.377,17.48,17.45388889,7,Summer
11317,19/8/1992,bs,11,55.377,16.36,21.9,8,Summer
11318,16/9/1992,bs,11,55.377,15.05,17.61333333,9,Autumn
11319,8/10/1992,bs,11,55.377,12.86,11.67833333,10,Autumn
11320,4/11/1992,bs,11,55.377,9,21.985,11,Autumn
11321,18/3/1993,bs,11,55.377,2.65,15.20055556,3,Spring
11322,29/4/1993,bs,11,55.377,8,12.16777778,4,Spring
11323,16/6/1993,bs,11,55.377,14.6,18.69,6,Summer
11324,14/7/1993,bs,11,55.377,14.62,20.91777778,7,Summer
11325,25/8/1993,bs,11,55.377,15.52,18.61777778,8,Summer
11326,30/9/1993,bs,11,55.377,12.46,10.43611111,9,Autumn
11327,11/11/1993,bs,11,55.377,7.77,13.99777778,11,Autumn
11328,17/3/1994,bs,11,55.377,2.13,21.22277778,3,Spring
11329,4/5/1994,bs,11,55.377,7.84,15.36222222,5,Spring
11330,15/6/1994,bs,11,55.377,13.26,18.65666667,6,Summer
11331,13/7/1994,bs,11,55.377,16.86,12.32333333,7,Summer
11332,17/8/1994,bs,11,55.377,17.88,18.10666667,8,Summer
11333,14/9/1994,bs,11,55.377,14.79,17.96277778,9,Autumn
11334,13/10/1994,bs,11,55.377,11.23,23.68833333,10,Autumn
11335,10/11/1994,bs,11,55.377,8.66,16.66888889,11,Autumn
11336,16/3/1995,bs,11,55.377,2.96,10.55944444,3,Spring
11337,4/5/1995,bs,11,55.377,7.81,9.955555556,5,Spring
11338,14/6/1995,bs,11,55.377,12.44,11.72611111,6,Summer
11339,11/7/1995,bs,11,55.377,16.25,13.10111111,7,Summer
11340,12/9/1995,bs,11,55.377,16.96,11.31611111,9,Autumn
11341,10/10/1995,bs,11,55.377,12.6,19.95722222,10,Autumn
11342,7/11/1995,bs,11,55.377,9,23.73,11,Autumn
11343,19/3/1996,bs,11,55.377,-0.08,12.91444444,3,Spring
11344,12/6/1996,bs,11,55.377,14.72,12.26055556,6,Summer
11345,13/8/1996,bs,11,55.377,16.06,9.350555556,8,Summer
11346,10/9/1996,bs,11,55.377,15.69,16.09611111,9,Autumn
11347,8/10/1996,bs,11,55.377,12.02,21.42777778,10,Autumn
11348,5/11/1996,bs,11,55.377,10.25,23.55111111,11,Autumn
11349,18/3/1997,bs,11,55.377,3.9,17.30555556,3,Spring
11350,10/6/1997,bs,11,55.377,14.2,12.8,6,Summer
11351,8/7/1997,bs,11,55.377,15.89,15.57277778,7,Summer
11352,19/8/1997,bs,11,55.377,20.65,14.75555556,8,Summer
11353,16/9/1997,bs,11,55.377,15.29,21.44666667,9,Autumn
11354,7/10/1997,bs,11,55.377,13.43,20.56555556,10,Autumn
11355,4/11/1997,bs,11,55.377,8.37,18.24833333,11,Autumn
11356,8/2/1984,bs,11.333,54.57,2.1,14.5,2,Winter
11357,14/3/1984,bs,11.333,54.57,1.9,10.395,3,Spring
11358,24/5/1984,bs,11.333,54.57,10.03,10.435,5,Spring
11359,18/7/1984,bs,11.333,54.57,14.74,16.445,7,Summer
11360,29/8/1984,bs,11.333,54.57,17.09,11.635,8,Summer
11361,2/10/1984,bs,11.333,54.57,13.46,12.36,10,Autumn
11362,21/11/1984,bs,11.333,54.57,6.76,9.8,11,Autumn
11363,26/3/1985,bs,11.333,54.57,1.06,12.43,3,Spring
11364,23/5/1985,bs,11.333,54.57,7,9.28,5,Spring
11365,18/7/1985,bs,11.333,54.57,17.59,10.815,7,Summer
11366,28/8/1985,bs,11.333,54.57,15.91,11.785,8,Summer
11367,2/10/1985,bs,11.333,54.57,11.93,11.02,10,Autumn
11368,21/11/1985,bs,11.333,54.57,5.88,9.37,11,Autumn
11369,20/3/1986,bs,11.333,54.57,0.53,11.965,3,Spring
11370,17/7/1986,bs,11.333,54.57,16.59,12.875,7,Summer
11371,21/8/1986,bs,11.333,54.57,14.69,16.8,8,Summer
11372,25/9/1986,bs,11.333,54.57,12.52,15.28,9,Autumn
11373,6/11/1986,bs,11.333,54.57,9.24,18.2,11,Autumn
11374,30/4/1987,bs,11.333,54.57,6.16,9.93,4,Spring
11375,16/7/1987,bs,11.333,54.57,15.95,10.04444444,7,Summer
11376,20/8/1987,bs,11.333,54.57,15.21,10.88388889,8,Summer
11377,7/10/1987,bs,11.333,54.57,12.13,9.915555556,10,Autumn
11378,29/10/1987,bs,11.333,54.57,9.92,8.942777778,10,Autumn
11379,10/3/1988,bs,11.333,54.57,2.64,13.12277778,3,Spring
11380,4/5/1988,bs,11.333,54.57,6.92,9.350978261,5,Spring
11381,24/8/1988,bs,11.333,54.57,16.11,14.00444444,8,Summer
11382,13/10/1988,bs,11.333,54.57,12.12,14.35888889,10,Autumn
11383,17/11/1988,bs,11.333,54.57,7.34,16.39611111,11,Autumn
11385,13/7/1989,bs,11.333,54.57,17.04,11.675,7,Summer
11386,24/8/1989,bs,11.333,54.57,17.7,13.51333333,8,Summer
11387,21/9/1989,bs,11.333,54.57,15.93,14.87166667,9,Autumn
11388,12/10/1989,bs,11.333,54.57,12.99,14.08055556,10,Autumn
11389,9/11/1989,bs,11.333,54.57,10.57,12.76611111,11,Autumn
11390,20/3/1990,bs,11.333,54.57,5.35,12.32277778,3,Spring
11391,3/5/1990,bs,11.333,54.57,9.17,11.79888889,5,Spring
11392,19/7/1990,bs,11.333,54.57,15.94,15.46833333,7,Summer
11393,22/8/1990,bs,11.333,54.57,16.99,15.89333333,8,Summer
11394,27/9/1990,bs,11.333,54.57,13.01,17.62388889,9,Autumn
11395,18/10/1990,bs,11.333,54.57,11.7,13.68555556,10,Autumn
11396,8/11/1990,bs,11.333,54.57,8.78,15.61666667,11,Autumn
11397,21/3/1991,bs,11.333,54.57,3.35,11.37055556,3,Spring
11398,2/5/1991,bs,11.333,54.57,5.95,9.761111111,5,Spring
11399,20/6/1991,bs,11.333,54.57,13.31,11.19055556,6,Summer
11400,18/7/1991,bs,11.333,54.57,16.84,13.45944444,7,Summer
11401,22/8/1991,bs,11.333,54.57,17.15,15.46777778,8,Summer
11402,10/10/1991,bs,11.333,54.57,13.95,13.01388889,10,Autumn
11403,7/11/1991,bs,11.333,54.57,8.8,15.96166667,11,Autumn
11404,19/3/1992,bs,11.333,54.57,3.97,12.93555556,3,Spring
11405,18/6/1992,bs,11.333,54.57,15.97,13.07555556,6,Summer
11406,16/7/1992,bs,11.333,54.57,15.97,17.53111111,7,Summer
11407,20/8/1992,bs,11.333,54.57,17.29,17.52333333,8,Summer
11408,17/9/1992,bs,11.333,54.57,15.07,15.37,9,Autumn
11409,8/10/1992,bs,11.333,54.57,12.96,9.795555556,10,Autumn
11410,5/11/1992,bs,11.333,54.57,8.57,17.01833333,11,Autumn
11411,18/3/1993,bs,11.333,54.57,2.84,15.55722222,3,Spring
11412,29/4/1993,bs,11.333,54.57,7.89,9.665,4,Spring
11413,17/6/1993,bs,11.333,54.57,14.78,14.69055556,6,Summer
11414,15/7/1993,bs,11.333,54.57,15.27,13.43111111,7,Summer
11415,26/8/1993,bs,11.333,54.57,15.75,12.80722222,8,Summer
11416,30/9/1993,bs,11.333,54.57,11.85,8.49,9,Autumn
11417,14/10/1993,bs,11.333,54.57,11.71,11.38777778,10,Autumn
11418,11/11/1993,bs,11.333,54.57,8.31,11.64666667,11,Autumn
11419,17/3/1994,bs,11.333,54.57,2.46,20.21944444,3,Spring
11420,5/5/1994,bs,11.333,54.57,7.94,8.968888889,5,Spring
11421,16/6/1994,bs,11.333,54.57,13.34,14.89777778,6,Summer
11422,14/7/1994,bs,11.333,54.57,17.26,10.265,7,Summer
11423,18/8/1994,bs,11.333,54.57,17.95,12.76277778,8,Summer
11424,15/9/1994,bs,11.333,54.57,15.68,14.15333333,9,Autumn
11425,13/10/1994,bs,11.333,54.57,11.75,19.11055556,10,Autumn
11426,10/11/1994,bs,11.333,54.57,8.91,12.75277778,11,Autumn
11427,16/3/1995,bs,11.333,54.57,3.04,9.630555556,3,Spring
11428,4/5/1995,bs,11.333,54.57,7.99,8.896666667,5,Spring
11429,15/6/1995,bs,11.333,54.57,12.59,9.909444444,6,Summer
11430,11/7/1995,bs,11.333,54.57,16.25,9.833333333,7,Summer
11431,12/9/1995,bs,11.333,54.57,16.76,10.16722222,9,Autumn
11432,10/10/1995,bs,11.333,54.57,13.72,13.83555556,10,Autumn
11433,7/11/1995,bs,11.333,54.57,9.67,16.30833333,11,Autumn
11434,19/3/1996,bs,11.333,54.57,-0.29,11.02111111,3,Spring
11435,13/6/1996,bs,11.333,54.57,13.54,10.83833333,6,Summer
11436,13/8/1996,bs,11.333,54.57,14.32,7.987777778,8,Summer
11437,10/9/1996,bs,11.333,54.57,15.86,9.458888889,9,Autumn
11438,8/10/1996,bs,11.333,54.57,12.72,14.26111111,10,Autumn
11439,5/11/1996,bs,11.333,54.57,10.78,18.86,11,Autumn
11440,18/3/1997,bs,11.333,54.57,3.64,11.61055556,3,Spring
11441,10/6/1997,bs,11.333,54.57,14.26,7.995555556,6,Summer
11442,8/7/1997,bs,11.333,54.57,15.41,11.82944444,7,Summer
11443,19/8/1997,bs,11.333,54.57,22.02,9.773333333,8,Summer
11444,16/9/1997,bs,11.333,54.57,15.16,19.21611111,9,Autumn
11445,7/10/1997,bs,11.333,54.57,13.66,17.14055556,10,Autumn
11446,4/11/1997,bs,11.333,54.57,8.29,13.65277778,11,Autumn
11449,9/3/1998,bs,12.387,54.825,3.37,8.661111111,3,Spring
11450,24/3/1998,bs,12.387,54.825,3.66,8.298888889,3,Spring
11451,6/4/1998,bs,12.387,54.825,4.49,7.676111111,4,Spring
11452,20/4/1998,bs,12.387,54.825,5.52,7.782222222,4,Spring
11453,4/5/1998,bs,12.387,54.825,8.06,7.792777778,5,Spring
11454,8/7/1998,bs,12.387,54.825,14.83,9.588888889,7,Summer
11455,20/7/1998,bs,12.387,54.825,13.51,7.592777778,7,Summer
11457,3/8/1998,bs,12.387,54.825,14.06,7.815555556,8,Summer
11458,11/8/1998,bs,12.387,54.825,16.09,7.698333333,8,Summer
11459,17/8/1998,bs,12.387,54.825,14.99,7.837222222,8,Summer
11460,31/8/1998,bs,12.387,54.825,15.03,7.632222222,8,Summer
11462,24/9/1998,bs,12.387,54.825,14.01,8.458333333,9,Autumn
11463,5/10/1998,bs,12.387,54.825,11.87,7.500555556,10,Autumn
11464,13/10/1998,bs,12.387,54.825,11.25,9.187777778,10,Autumn
11465,2/11/1998,bs,12.387,54.825,9.03,13.68666667,11,Autumn
11466,10/11/1998,bs,12.387,54.825,8.35,10.23111111,11,Autumn
11467,8/12/1998,bs,12.387,54.825,3.86,8.72,12,Winter
11470,8/3/1999,bs,12.387,54.825,2.33,7.863333333,3,Spring
11471,15/3/1999,bs,12.387,54.825,2.24,7.602777778,3,Spring
11472,24/3/1999,bs,12.387,54.825,2.71,8.052777778,3,Spring
11473,29/3/1999,bs,12.387,54.825,3.62,8.264444444,3,Spring
11474,6/4/1999,bs,12.387,54.825,4.96,7.936111111,4,Spring
11475,20/4/1999,bs,12.387,54.825,5.07,8.34,4,Spring
11476,10/5/1999,bs,12.387,54.825,7.15,7.66,5,Spring
11477,2/6/1999,bs,12.387,54.825,12.86,8.220555556,6,Summer
11478,14/6/1999,bs,12.387,54.825,14.51,7.927222222,6,Summer
11479,28/6/1999,bs,12.387,54.825,15.74,7.991666667,6,Summer
11480,12/7/1999,bs,12.387,54.825,15.13,7.346666667,7,Summer
11481,19/7/1999,bs,12.387,54.825,18.11,7.23,7,Summer
11482,26/7/1999,bs,12.387,54.825,17.57,9.454444444,7,Summer
11483,4/8/1999,bs,12.387,54.825,18.95,7.222222222,8,Summer
11484,17/8/1999,bs,12.387,54.825,17.99,7.489444444,8,Summer
11485,23/8/1999,bs,12.387,54.825,16.89,7.916666667,8,Summer
11494,10/1/2000,bs,12.387,54.825,4.01,12.725,1,Winter
11495,17/2/2000,bs,12.387,54.825,3.08,12.69111111,2,Winter
