name,gender,country,nationality,disciplines,events,age,has_a_coach,won_a_medal,medal_count
ROSAMILIA Valentina,Female,Switzerland,Switzerland,['Athletics'],"[""Women's 800m""]",21,Yes,No,0
MITCHELL Kelsey,Female,Canada,Canada,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",31,Yes,No,0
DELAERE Antonia,Female,Belgium,Belgium,['Basketball'],['Women'],30,Yes,No,0
CRIPPA Yemaneberhan,Male,Italy,Italy,['Athletics'],"[""Men's Marathon""]",28,Yes,No,0
le SOMMER Eugenie,Female,France,France,['Football'],['Women'],35,Yes,No,0
FERNANDEZ GAMBOA Pedro Luis,Male,Puerto Rico,United States of America,['Sailing'],"[""Men's Dinghy""]",27,Yes,No,0
VALODZKA Siuzanna,Female,AIN,Belarus,['Weightlifting'],"[""Women's 71kg""]",24,Yes,No,0
NIEMCZYK Magdalena,Female,Poland,Poland,['Athletics'],"[""Women's 4 x 100m Relay""]",21,No,No,0
HAEFNER Kai,Male,Germany,Germany,['Handball'],['Men'],35,Yes,Yes,1
FOTOPOULOU Olivia,Female,Cyprus,Cyprus,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",28,Yes,No,0
van LIESHOUT Joanne,Female,Netherlands,Netherlands,['Judo'],"['Women -63 kg', 'Mixed Team']",22,Yes,No,0
SCHUMACH Christian,Male,Austria,Austria,['Equestrian'],"['Dressage Individual', 'Dressage Team']",43,No,No,0
ARICI Beyza,Female,TÃ¼rkiye,TÃ¼rkiye,['Volleyball'],['Women'],29,Yes,No,0
CROOKS Jillian Janis Geohagan,Female,Cayman Islands,Great Britain,['Swimming'],"[""Women's 100m Freestyle""]",18,No,No,0
CONDE ROMERO Rodrigo,Male,Spain,Spain,['Rowing'],"[""Men's Double Sculls""]",27,No,No,0
SHYMANOVICH Ilya,Male,AIN,Belarus,['Swimming'],"[""Men's 100m Breaststroke""]",30,No,No,0
ALEKNA Martynas,Male,Lithuania,Lithuania,['Athletics'],"[""Men's Discus Throw""]",24,Yes,No,0
SEMCIUC Mugurel Vasile,Male,Romania,Romania,['Rowing'],"[""Men's Eight""]",26,Yes,No,0
MBOYA Antony,Male,Kenya,Kenya,['Rugby Sevens'],['Men'],29,Yes,No,0
EVANS Daniel,Male,Great Britain,Great Britain,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",34,No,No,0
CARTER Leroy,Male,New Zealand,New Zealand,['Rugby Sevens'],['Men'],25,Yes,No,0
ANTOLINO Valeria,Female,Spain,Spain,['Diving'],"[""Women's 3m Springboard""]",22,No,No,0
PRANDINI Jenna,Female,United States of America,United States of America,['Athletics'],"[""Women's 4 x 100m Relay""]",32,No,No,0
SKODBORG MERRALD Nanna,Female,Denmark,Denmark,['Equestrian'],"['Dressage Individual', 'Dressage Team']",31,Yes,Yes,1
JEON Eunhye,Female,Republic of Korea,Republic of Korea,['Fencing'],"[""Women's Sabre Team""]",27,No,Yes,1
NISHI Arisa,Female,Japan,Japan,['Rugby Sevens'],['Women'],20,Yes,No,0
FORNER Theo,Male,France,France,['Rugby Sevens'],['Men'],23,Yes,Yes,1
PUVREZ Emma,Female,Belgium,Belgium,['Hockey'],['Women'],27,Yes,No,0
LAWRENCE Matthew,Male,Mozambique,Mozambique,['Swimming'],"[""Men's 100m Breaststroke""]",21,No,No,0
BANSLEY Heather,Female,Canada,Canada,['Beach Volleyball'],['Women'],37,Yes,No,0
ELGHOBASHY Doaa,Female,Egypt,Egypt,['Beach Volleyball'],['Women'],28,No,No,0
MILADINOV Josif,Male,Bulgaria,Bulgaria,['Swimming'],"[""Men's 100m Butterfly""]",21,Yes,No,0
ABRAMS Aliyah,Female,Guyana,United States of America,['Athletics'],"[""Women's 400m""]",27,No,No,0
ASHE Favour Oghene Tejiri,Male,Nigeria,Nigeria,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",22,Yes,No,0
FRANCIS Brooke,Female,New Zealand,New Zealand,['Rowing'],"[""Women's Double Sculls""]",29,Yes,Yes,1
LUNDSTROEM Mathilda,Female,Sweden,Sweden,['Handball'],['Women'],28,Yes,No,0
TEKONIEMI Antti,Male,Finland,Finland,['Archery'],"[""Men's Individual""]",42,Yes,No,0
GIBBONS Ryan,Male,South Africa,South Africa,['Cycling Road'],"[""Men's Road Race""]",30,No,No,0
OZER Gizem,Female,TÃ¼rkiye,TÃ¼rkiye,['Boxing'],"[""Women's 60kg""]",23,Yes,No,0
VALDES TOBIER Alejandro Enrique,Male,Cuba,Cuba,['Wrestling'],"[""Men's Freestyle 65kg""]",36,No,No,0
CASSIEM Abdud-Dayaan,Male,South Africa,South Africa,['Hockey'],['Men'],26,Yes,No,0
CEBALLOS Macarena,Female,Argentina,Argentina,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",29,Yes,No,0
WUILLIEZ Jadon,Male,Antigua and Barbuda,Antigua and Barbuda,['Swimming'],"[""Men's 100m Breaststroke""]",22,Yes,No,0
OKOROKOV Georgii,Male,Australia,Australia,['Wrestling'],"[""Men's Freestyle 65kg""]",28,Yes,No,0
de MORAIS Andressa,Female,Brazil,Brazil,['Athletics'],"[""Women's Discus Throw""]",34,Yes,No,0
LUO Zongshi,Female,People's Republic of China,People's Republic of China,['Taekwondo'],['Women -57kg'],26,Yes,No,0
DESAI Harmeet,Male,India,India,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",31,No,No,0
LUNATTI Emma,Female,France,France,['Rowing'],"[""Women's Double Sculls""]",26,No,No,0
VILARINO Lozea,Female,France,France,['Rhythmic Gymnastics'],['Group All-Around'],21,Yes,No,0
WANG Changhao,Male,People's Republic of China,People's Republic of China,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 4 x 100m Medley Relay""]",22,Yes,Yes,1
MUPOPO Kabange,Female,Zambia,Zambia,['Football'],['Women'],32,Yes,No,0
EBERT Fay,Female,Canada,Canada,['Skateboarding'],"[""Women's Park""]",15,No,No,0
BATUM Nicolas,Male,France,France,['Basketball'],['Men'],36,Yes,Yes,1
TELEGDY Adam,Male,Hungary,Hungary,['Swimming'],"[""Men's 200m Backstroke""]",29,Yes,No,0
van HEIJNINGEN Steijn,Male,Netherlands,Netherlands,['Hockey'],['Men'],27,No,Yes,1
AASTEDT Sofia,Female,Sweden,Sweden,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",21,No,No,0
RORKE Tyler,Male,Canada,Canada,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",21,No,No,0
CISSET Mohamed,Male,Mali,Canada,['Football'],['Men'],20,Yes,No,0
McCABE Ceili,Female,Canada,Canada,['Athletics'],"[""Women's 3000m Steeplechase""]",23,Yes,No,0
BRAZIONIS Koba,Male,Uruguay,Uruguay,['Rugby Sevens'],['Men'],26,Yes,No,0
SCHMIDT Dylan,Male,New Zealand,New Zealand,['Trampoline Gymnastics'],['Men'],27,Yes,No,0
DRAKOU Theodora,Female,Greece,Greece,['Swimming'],"[""Women's 50m Freestyle"", 'Mixed 4 x 100m Medley Relay']",32,No,No,0
MOHD ASRI Nurul Izzah Izzati,Female,Malaysia,Malaysia,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint""]",21,Yes,No,0
BAILEY Sean,Male,Jamaica,Jamaica,['Athletics'],"[""Men's 400m""]",27,Yes,No,0
SHAHEEN Nigara,Female,Refugee Olympic Team,Afghanistan,['Judo'],"['Women -63 kg', 'Mixed Team']",31,Yes,No,0
PERKINS Alexandria,Female,Australia,Australia,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 4 x 100m Medley Relay""]",24,Yes,Yes,1
AVEZOU Sam,Male,France,France,['Sport Climbing'],"[""Men's Boulder & Lead""]",23,Yes,No,0
PELLE Chloe,Female,France,France,['Rugby Sevens'],['Women'],35,Yes,No,0
NUR Abdihamid,Male,United States of America,United States of America,['Athletics'],"[""Men's 5000m""]",27,Yes,No,0
GRIGAR Jakub,Male,Slovakia,Slovakia,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",27,Yes,No,0
McSWEYN Stewart,Male,Australia,Australia,['Athletics'],"[""Men's 1500m"", ""Men's 5000m""]",29,Yes,No,0
ORTIZ Mariona,Female,Spain,Spain,['Basketball'],['Women'],32,Yes,No,0
ELLISON Brady,Male,United States of America,United States of America,['Archery'],"[""Men's Individual"", 'Mixed Team']",36,Yes,Yes,2
FRASER-PRYCE Shelly-Ann,Female,Jamaica,Jamaica,['Athletics'],"[""Women's 100m""]",38,Yes,No,0
RAFTERY Jack,Male,Ireland,Ireland,['Athletics'],['4 x 400m Relay Mixed'],23,No,No,0
MEADOW Stephanie,Female,Ireland,Ireland,['Golf'],"[""Women's Individual Stroke Play""]",32,No,No,0
GRANT Linn,Female,Sweden,Sweden,['Golf'],"[""Women's Individual Stroke Play""]",25,No,No,0
COBAS GARCIA Yariulvis,Female,Cuba,Cuba,['Rowing'],"[""Women's Single Sculls""]",34,No,No,0
CARRINGTON Lisa,Female,New Zealand,New Zealand,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",35,Yes,Yes,3
TICAS Oscar,Male,El Salvador,El Salvador,['Archery'],"[""Men's Individual""]",37,No,No,0
SIPAIA Iuniarra,Female,Samoa,Samoa,['Weightlifting'],"[""Women's +81kg""]",31,Yes,No,0
ABDELHAK Mohab,Male,Egypt,Egypt,['Handball'],['Men'],21,Yes,No,0
MAIER Nicole,Female,Germany,Germany,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",24,Yes,No,0
LARENTZAKIS Giannoulis,Male,Greece,Greece,['Basketball'],['Men'],31,Yes,No,0
SAPINA Ivan,Male,Croatia,Croatia,['Taekwondo'],['Men +80kg'],25,Yes,No,0
BREY Leandro,Male,Argentina,Argentina,['Football'],['Men'],22,Yes,No,0
POTA Georgina,Female,Hungary,Hungary,['Table Tennis'],"[""Women's Singles""]",39,Yes,No,0
KEUNIMJAEVA Aktenge,Female,Uzbekistan,Uzbekistan,['Wrestling'],"[""Women's Freestyle 50kg""]",25,No,No,0
CHRIST Julius,Male,Germany,Germany,['Rowing'],"[""Men's Pair""]",25,Yes,No,0
COOPER GASPAR Daily,Female,Cuba,Cuba,['Athletics'],"[""Women's 4 x 400m Relay"", ""Women's 800m""]",22,Yes,No,0
GOLUBOVIC Daniel,Male,Australia,Australia,['Athletics'],"[""Men's Decathlon""]",31,Yes,No,0
BETTERIDGE Lois,Female,Canada,Canada,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Single"", ""Women's Kayak Cross""]",27,Yes,No,0
CHEN Jinfeng,Male,People's Republic of China,People's Republic of China,['Athletics'],"[""Men's 4 x 100m Relay""]",20,No,No,0
WILKES Oliver,Male,Great Britain,Great Britain,['Rowing'],"[""Men's Four""]",29,Yes,Yes,1
THOMAS Lanae-Tava,Female,Jamaica,Jamaica,['Athletics'],"[""Women's 200m""]",23,Yes,No,0
EERLAND Britt,Female,Netherlands,Netherlands,['Table Tennis'],"[""Women's Singles""]",30,No,No,0
LASA Emiliano,Male,Uruguay,Uruguay,['Athletics'],"[""Men's Long Jump""]",34,Yes,No,0
NIKOLIC Milica,Female,Serbia,Serbia,['Judo'],"['Women -48 kg', 'Mixed Team']",30,Yes,No,0
FONTANI Hugo,Male,France,France,['Water Polo'],['Men'],30,Yes,No,0
RITSEMA Nelson,Male,Netherlands,Netherlands,['Rowing'],"[""Men's Four""]",30,Yes,No,0
BASSEREAU Remi,Male,France,France,['Beach Volleyball'],['Men'],25,Yes,No,0
KREUNDL Lena,Female,Austria,Austria,['Swimming'],"[""Women's 200m Individual Medley""]",27,No,No,0
PEGULA Jessica,Female,United States of America,United States of America,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",30,Yes,No,0
VARJASI Peter,Male,Germany,Germany,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",24,Yes,No,0
VULPISI Clara,Female,Canada,Canada,['Water Polo'],['Women'],26,Yes,No,0
HAMZA Mohamed,Male,Egypt,Egypt,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",24,No,No,0
MUIR Laura,Female,Great Britain,Great Britain,['Athletics'],"[""Women's 1500m""]",31,Yes,No,0
NENER Kenji,Male,Japan,Japan,['Triathlon'],"[""Men's Individual""]",31,Yes,No,0
LUNEV Ruslan,Male,Azerbaijan,Azerbaijan,['Shooting'],"['10m Air Pistol Men', '25m Rapid Fire Pistol Men']",35,Yes,No,0
KOMASHCHUK Alina,Female,Ukraine,Ukraine,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]",31,Yes,Yes,1
DOUGLASS Kate,Female,United States of America,United States of America,['Swimming'],"[""Women's 200m Breaststroke"", ""Women's 200m Individual Medley"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay""]",23,Yes,Yes,4
POU Lisa,Female,Monaco,Monaco,['Marathon Swimming'],"[""Women's 10km""]",25,Yes,No,0
BLANCO Joaquin,Male,Spain,Spain,['Sailing'],"[""Men's Dinghy""]",35,Yes,No,0
FERNANDEZ Ezequiel,Male,Argentina,Argentina,['Football'],['Men'],22,Yes,No,0
PAVON Matthieu,Male,France,France,['Golf'],"[""Men's Individual Stroke Play""]",32,No,No,0
MUKI Sagi,Male,Israel,Israel,['Judo'],"['Men -81 kg', 'Mixed Team']",32,Yes,No,0
TAHULL COMPTE Roger,Male,Spain,Spain,['Water Polo'],['Men'],27,Yes,No,0
YU Sihan,Female,People's Republic of China,People's Republic of China,['Fencing'],"[""Women's Ã‰pÃ©e Individual"", ""Women's Ã‰pÃ©e Team""]",23,Yes,No,0
RAMAZANOV Magomed Eldarovitch,Male,Bulgaria,Bulgaria,['Wrestling'],"[""Men's Freestyle 86kg""]",31,No,Yes,1
ARTAMONOVA Sona,Female,Czechia,Czechia,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",17,Yes,No,0
ELLIS Kendall,Female,United States of America,United States of America,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",28,Yes,Yes,1
MIYAZAWA Hinata,Female,Japan,Japan,['Football'],['Women'],25,Yes,No,0
WANG Zijie,Male,People's Republic of China,People's Republic of China,['Fencing'],"[""Men's Ã‰pÃ©e Individual""]",28,No,No,0
GOVERS Blake,Male,Australia,Australia,['Hockey'],['Men'],28,Yes,No,0
MOZIC Rok,Male,Slovenia,Slovenia,['Volleyball'],['Men'],22,Yes,No,0
SMULDERS Laura,Female,Netherlands,Netherlands,['Cycling BMX Racing'],['Women'],31,Yes,No,0
SCOTT Hannah,Female,Great Britain,Great Britain,['Rowing'],"[""Women's Quadruple Sculls""]",25,Yes,Yes,1
MASSIDDA Sergio,Male,Italy,Italy,['Weightlifting'],"[""Men's 61kg""]",22,Yes,No,0
BONORA Alessandra,Female,Italy,Italy,['Athletics'],"[""Women's 4 x 400m Relay""]",24,Yes,No,0
ZOHRI Lalu Muhammad,Male,Indonesia,Indonesia,['Athletics'],"[""Men's 100m""]",24,No,No,0
PIETERSE Puck,Female,Netherlands,Netherlands,['Cycling Mountain Bike'],"[""Women's Cross-country""]",22,Yes,No,0
BROSZUS Blake,Male,Canada,Canada,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",24,No,No,0
DOT Ainhoa,Female,France,France,['Rhythmic Gymnastics'],['Group All-Around'],19,Yes,No,0
NOCANDY Meline,Female,France,France,['Handball'],['Women'],26,Yes,Yes,1
IRAOUI Soumiya,Female,Morocco,Morocco,['Judo'],['Women -52 kg'],28,Yes,No,0
ROUTLIFFE Erin,Female,New Zealand,New Zealand,['Tennis'],"[""Women's Doubles""]",29,No,No,0
VERGUTZ Ana Paula,Female,Brazil,Brazil,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",35,No,No,0
BARRIOS VERA Marcelo Tomas,Male,Chile,Chile,['Tennis'],"[""Men's Singles""]",27,No,No,0
WESCHE Maddison-Lee,Female,New Zealand,New Zealand,['Athletics'],"[""Women's Shot Put""]",25,Yes,Yes,1
KAMAL Syifa Nurafifah,Female,Indonesia,Indonesia,['Archery'],"[""Women's Individual"", ""Women's Team""]",33,Yes,No,0
HOOPER Johnny,Male,United States of America,United States of America,['Water Polo'],['Men'],27,Yes,Yes,1
ENOMOTO Haruka,Female,Japan,Japan,['Diving'],"[""Women's 3m Springboard""]",28,Yes,No,0
NAGAI Yuri,Female,Japan,Japan,['Hockey'],['Women'],32,Yes,No,0
BALSAMO Elisa,Female,Italy,Italy,"['Cycling Road', 'Cycling Track']","[""Women's Road Race"", ""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",26,Yes,No,0
DEMIR Mazlum,Male,TÃ¼rkiye,TÃ¼rkiye,['Athletics'],['Marathon Race Walk Relay Mixed'],21,No,No,0
ZAYED Ebtissam,Female,Egypt,Egypt,['Cycling Track'],"[""Women's Omnium""]",28,No,No,0
POULIN Pierre-Luc,Male,Canada,Canada,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",29,Yes,No,0
DIGBY Tom,Male,Great Britain,Great Britain,['Rowing'],"[""Men's Eight""]",26,Yes,Yes,1
KAWAI Mike,Male,Japan,Japan,['Equestrian'],['Jumping Team'],26,No,No,0
REATH Yual,Male,Australia,Australia,['Athletics'],"[""Men's High Jump""]",24,Yes,No,0
ALVARADO Jose,Male,Puerto Rico,United States of America,['Basketball'],['Men'],26,Yes,No,0
JICHOVA Nikoleta,Female,Czechia,Czechia,['Athletics'],"[""Women's 400m Hurdles""]",24,Yes,No,0
FRECH Magdalena,Female,Poland,Poland,['Tennis'],"[""Women's Singles""]",27,Yes,No,0
LAZKANO Miren,Female,Spain,Spain,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Cross""]",27,No,No,0
DRENTH Hermijntje,Female,Netherlands,Netherlands,['Rowing'],"[""Women's Four""]",30,Yes,Yes,1
MION Jeremie,Male,France,France,['Sailing'],['Mixed Dinghy'],35,Yes,No,0
SOROKINA Darya,Female,Azerbaijan,Azerbaijan,['Rhythmic Gymnastics'],['Group All-Around'],22,Yes,No,0
VANPEPERSTRAETE Pierre-Frederic,Male,France,France,['Water Polo'],['Men'],32,Yes,No,0
TORPEY Kaitlyn,Female,Australia,Australia,['Football'],['Women'],24,Yes,No,0
CHELIMO Oscar,Male,Uganda,Uganda,['Athletics'],"[""Men's 5000m""]",23,Yes,No,0
TRAVIS Dylan,Male,United States of America,United States of America,['3x3 Basketball'],['Men'],31,Yes,No,0
LIM Jonghoon,Male,Republic of Korea,Republic of Korea,['Table Tennis'],"[""Men's Team"", 'Mixed Doubles']",27,Yes,Yes,1
DIXON Dominic,Male,New Zealand,New Zealand,['Hockey'],['Men'],28,Yes,No,0
STICKLAND Johann,Male,Samoa,Samoa,['Swimming'],"[""Men's 100m Freestyle""]",21,No,No,0
MAHSUDOVA Seljan,Female,Azerbaijan,Azerbaijan,['Trampoline Gymnastics'],['Women'],21,Yes,No,0
SIJUADE Tobi,Male,Nigeria,Nigeria,['Swimming'],"[""Men's 50m Freestyle""]",22,Yes,No,0
DHALLUIN Juliette,Female,France,France,['Water Polo'],['Women'],20,Yes,No,0
HLAVACKOVA Lucie,Female,Czechia,Czechia,['Modern Pentathlon'],"[""Women's Individual""]",19,Yes,No,0
VAMOS Marton,Male,Hungary,Hungary,['Water Polo'],['Men'],32,Yes,No,0
OSADCZUK Matias,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],27,Yes,No,0
CURRY Brooks,Male,United States of America,United States of America,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",23,Yes,Yes,1
DOMINIAK Natalia,Female,Poland,Poland,['Modern Pentathlon'],"[""Women's Individual""]",26,No,No,0
VIZCAINO Marc,Male,Spain,Spain,['Hockey'],['Men'],25,No,No,0
DIU Felix Chun Hei,Male,"Hong Kong, China","Hong Kong, China",['Athletics'],"[""Men's 100m""]",24,No,No,0
ZENGER Julian,Male,Germany,Germany,['Volleyball'],['Men'],27,Yes,No,0
LAZAREV Aiaal,Male,Kyrgyzstan,Kyrgyzstan,['Wrestling'],"[""Men's Freestyle 125kg""]",38,No,No,0
CROUSE Leah,Female,United States of America,United States of America,['Hockey'],['Women'],24,Yes,No,0
DUNFEE Evan,Male,Canada,Canada,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",34,Yes,No,0
BUSTOS Esteban,Male,Chile,Chile,['Modern Pentathlon'],"[""Men's Individual""]",32,Yes,No,0
de ROEY Manon,Female,Belgium,Belgium,['Golf'],"[""Women's Individual Stroke Play""]",33,No,No,0
SLIACHTICAS CAETANO Ana Luiza,Female,Brazil,Brazil,['Archery'],"[""Women's Individual"", 'Mixed Team']",22,Yes,No,0
WORTHINGTON Charlotte Elizabeth,Female,Great Britain,Great Britain,['Cycling BMX Freestyle'],"[""Women's Park""]",28,Yes,No,0
KISOKA Arnold,Male,Democratic Republic of the Congo,Democratic Republic of the Congo,['Judo'],['Men -60 kg'],24,Yes,No,0
WEARN Matt,Male,Australia,Australia,['Sailing'],"[""Men's Dinghy""]",29,Yes,Yes,1
DICKSON Robert,Male,Ireland,Ireland,['Sailing'],"[""Men's Skiff""]",26,Yes,No,0
FOUNTOULIS Ioannis,Male,Greece,Greece,['Water Polo'],['Men'],36,Yes,No,0
OLDENBEUVING Keet,Female,Netherlands,Netherlands,['Skateboarding'],"[""Women's Street""]",20,No,No,0
ACEVEDO Javier,Male,Canada,Canada,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",26,Yes,No,0
LEVAI Zoltan,Male,Hungary,Hungary,['Wrestling'],"[""Men's Greco-Roman 77kg""]",28,No,No,0
STERRITT Fynn,Male,Great Britain,Great Britain,['Sailing'],"[""Men's Skiff""]",36,No,No,0
TALOVIEROV Maksym,Male,Ukraine,Ukraine,['Football'],['Men'],24,Yes,No,0
MAILLIARD Maria Jose,Female,Chile,Chile,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",33,Yes,No,0
TARNOWSKI Pawel,Male,Poland,Poland,['Sailing'],"[""Men's Windsurfing""]",30,Yes,No,0
ERTZGAARD Astri,Female,Norway,Norway,['Athletics'],"[""Women's 4 x 400m Relay""]",22,No,No,0
NYMAN Marcus,Male,Sweden,Sweden,['Judo'],['Men -90 kg'],34,Yes,No,0
JANSSEN Anna,Female,Germany,Germany,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women', '10m Air Rifle Mixed Team']",23,Yes,No,0
BAT-OCHIR Ser-Od,Male,Mongolia,Mongolia,['Athletics'],"[""Men's Marathon""]",43,Yes,No,0
WACHTER Sarah,Female,Germany,Germany,['Handball'],['Women'],25,Yes,No,0
GALVYDYTE Gabija,Female,Lithuania,Lithuania,['Athletics'],"[""Women's 800m""]",24,Yes,No,0
SADIKOV Amirkhon,Male,Uzbekistan,Uzbekistan,['Archery'],"[""Men's Individual"", 'Mixed Team']",21,Yes,No,0
MARSAGLIA Lorenzo,Male,Italy,Italy,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",28,No,No,0
ROMANCHUK Mykhailo,Male,Ukraine,Ukraine,['Swimming'],"[""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",28,No,No,0
HE Jiangxin,Female,People's Republic of China,People's Republic of China,['Hockey'],['Women'],27,Yes,Yes,1
RIVEROS Gaspar,Male,Chile,Chile,['Triathlon'],"[""Men's Individual""]",34,No,No,0
FIEDKIEWICZ Kornelia,Female,Poland,Poland,['Swimming'],"[""Women's 100m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", ""Women's 50m Freestyle"", 'Mixed 4 x 100m Medley Relay']",23,Yes,No,0
OKAMOTO Daisuke,Male,Japan,Japan,['Handball'],['Men'],29,Yes,No,0
BUREL Clara,Female,France,France,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",23,Yes,No,0
ZHANG Mingyu,Female,People's Republic of China,People's Republic of China,['Modern Pentathlon'],"[""Women's Individual""]",23,Yes,No,0
KLASIK Alicja,Female,Poland,Poland,['Fencing'],"[""Women's Ã‰pÃ©e Individual"", ""Women's Ã‰pÃ©e Team""]",20,Yes,Yes,1
DORJI Lam,Male,Bhutan,Bhutan,['Archery'],"[""Men's Individual""]",29,Yes,No,0
JOHNSON Ashleigh,Female,United States of America,United States of America,['Water Polo'],['Women'],30,Yes,No,0
CHEPKOECH Beatrice,Female,Kenya,Kenya,['Athletics'],"[""Women's 3000m Steeplechase""]",33,Yes,No,0
CZARKOWSKI Jaime,Female,United States of America,United States of America,['Artistic Swimming'],"['Team', 'Duet']",21,Yes,Yes,1
HORNBLOW Keegan,Male,New Zealand,New Zealand,['Cycling Track'],"[""Men's Team Pursuit""]",23,No,No,0
PISTOIA Mariana,Female,Brazil,Brazil,['Fencing'],"[""Women's Foil Individual""]",26,Yes,No,0
van den BERG Roy,Male,Netherlands,Netherlands,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",36,Yes,Yes,1
BALLE Dorte,Female,Denmark,Denmark,['Cycling BMX Racing'],['Women'],27,No,No,0
RYCRAW Mia,Female,France,France,['Water Polo'],['Women'],29,Yes,No,0
ERWIN Thaisa,Female,Australia,Australia,['Equestrian'],"['Jumping Individual', 'Jumping Team']",44,No,No,0
BURGESS Adam,Male,Great Britain,Great Britain,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",32,Yes,Yes,1
KAEI Lorine Chebet,Female,Kenya,Kenya,['Volleyball'],['Women'],25,Yes,No,0
GROUSSET Maxime,Male,France,France,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 100m Freestyle"", ""Men's 4 x 100m Medley Relay"", ""Men's 50m Freestyle""]",25,Yes,Yes,1
MORENO Jairo,Male,El Salvador,El Salvador,['Judo'],['Men -60 kg'],23,Yes,No,0
TRUFFERT Adrien,Male,France,France,['Football'],['Men'],23,Yes,Yes,1
LE Thi Mong Tuyen,Female,Vietnam,Vietnam,['Shooting'],['10m Air Rifle Women'],21,Yes,No,0
EUBANKS Christopher,Male,United States of America,United States of America,['Tennis'],"[""Men's Singles""]",28,Yes,No,0
VITA Claudine,Female,Germany,Germany,['Athletics'],"[""Women's Discus Throw""]",28,Yes,No,0
CHOTHIA Yusuf,Male,Australia,Australia,['Boxing'],"[""Men's 51kg""]",23,No,No,0
ALDRIDGE Matt,Male,Great Britain,Great Britain,['Rowing'],"[""Men's Four""]",28,Yes,Yes,1
MAJDALANI Mateo,Male,Argentina,Argentina,['Sailing'],['Mixed Multihull'],30,Yes,Yes,1
BARRIOS Anriquelis,Female,Venezuela,Venezuela,['Judo'],['Women -63 kg'],31,Yes,No,0
FOLEY Michael,Male,Canada,Canada,['Cycling Track'],"[""Men's Madison"", ""Men's Team Pursuit""]",25,No,No,0
EBINA Airi,Female,Japan,Japan,['Marathon Swimming'],"[""Women's 10km""]",23,Yes,No,0
SCHROETER Nik,Male,Germany,Germany,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",26,No,No,0
ROGER-VASSELIN Edouard,Male,France,France,['Tennis'],"[""Men's Doubles"", 'Mixed Doubles']",41,Yes,No,0
TEVANYAN Vazgen,Male,Armenia,Armenia,['Wrestling'],"[""Men's Freestyle 65kg""]",25,Yes,No,0
